,公司代码 ,Name,code,上市日期
616,600377,  宁沪高速,'600377,  2001-01-16
617,300458,全志科技,'300458,2015/5/15
618,603357,  设计总院,'603357,  2017-08-01
619,19,深粮控股,'000019,1992/10/12
620,600121,  郑州煤电,'600121,  1998-01-07
621,2239,奥特佳,'002239,2008/5/22
622,836,富通鑫茂,'000836,1997/9/29
623,2010,传化智联,'002010,2004/6/29
624,2408,齐翔腾达,'002408,2010/5/18
625,600694,  大商股份,'600694,  1993-11-22
626,300317,珈伟新能,'300317,2012/5/11
627,300150,世纪瑞尔,'300150,2010/12/22
628,1979,招商蛇口,'001979,2015/12/30
629,2122,*ST天马,'002122,2007/3/28
630,600809,  山西汾酒,'600809,  1994-01-06
631,951,中国重汽,'000951,1999/11/25
632,600222,  太龙药业,'600222,  1999-11-05
633,585,ST东电,'000585,1995/12/13
634,38,深大通,'000038,1994/8/8
635,300040,九洲电气,'300040,2010/1/8
636,600777,  新潮能源,'600777,  1996-11-21
637,708,中信特钢,'000708,1997/3/26
638,603517,  绝味食品,'603517,  2017-03-17
639,600960,  渤海汽车,'600960,  2004-04-07
640,601106,  中国一重,'601106,  2010-02-09
641,600555,  海航创新,'600555,  2001-03-28
642,2084,海鸥住工,'002084,2006/11/24
643,2058,威 尔 泰,'002058,2006/8/2
644,600180,  瑞茂通,'600180,  1998-07-03
645,300757,罗博特科,'300757,2019/1/8
646,600811,  东方集团,'600811,  1994-01-06
647,666,经纬纺机,'000666,1996/12/10
648,603110,  东方材料,'603110,  2017-10-13
649,300623,捷捷微电,'300623,2017/3/14
650,600616,  金枫酒业,'600616,  1992-09-29
651,300404,博济医药,'300404,2015/4/24
652,2380,科远智慧,'002380,2010/3/31
653,600153,  建发股份,'600153,  1998-06-16
654,600420,  现代制药,'600420,  2004-06-16
655,561,烽火电子,'000561,1994/5/9
656,600033,  福建高速,'600033,  2001-02-09
657,300049,福瑞股份,'300049,2010/1/20
658,2741,光华科技,'002741,2015/2/16
659,300130,新国都,'300130,2010/10/19
660,600145,  *ST新亿,'600145,  1999-09-23
661,600456,  宝钛股份,'600456,  2002-04-12
662,2593,日上集团,'002593,2011/6/28
663,600671,  天目药业,'600671,  1993-08-23
664,600360,  华微电子,'600360,  2001-03-16
665,541,佛山照明,'000541,1993/11/23
666,603496,  恒为科技,'603496,  2017-06-07
667,600497,  驰宏锌锗,'600497,  2004-04-20
668,603269,  海鸥股份,'603269,  2017-05-17
669,2053,云南能投,'002053,2006/6/27
670,300007,汉威科技,'300007,2009/10/30
671,300115,长盈精密,'300115,2010/9/2
672,600929,  湖南盐业,'600929,  2018-03-26
673,600527,  江南高纤,'600527,  2003-11-27
674,300708,聚灿光电,'300708,2017/10/16
675,300598,诚迈科技,'300598,2017/1/20
676,300350,华鹏飞,'300350,2012/8/21
677,600970,  中材国际,'600970,  2005-04-12
678,600206,  有研新材,'600206,  1999-03-19
679,783,长江证券,'000783,1997/7/31
680,300380,安硕信息,'300380,2014/1/28
681,600965,  福成股份,'600965,  2004-07-13
682,963,华东医药,'000963,2000/1/27
683,2161,远 望 谷,'002161,2007/8/21
684,2343,慈文传媒,'002343,2010/1/26
685,300010,立思辰,'300010,2009/10/30
686,2540,亚太科技,'002540,2011/1/18
687,2820,桂发祥,'002820,2016/11/18
688,300036,超图软件,'300036,2009/12/25
689,2530,金财互联,'002530,2010/12/31
690,603697,  有友食品,'603697,  2019-05-08
691,300631,久吾高科,'300631,2017/3/23
692,600148,  长春一东,'600148,  1998-05-20
693,300436,广生堂,'300436,2015/4/22
694,601212,  白银有色,'601212,  2017-02-15
695,600837,  海通证券,'600837,  1994-02-24
696,600475,  华光股份,'600475,  2003-07-21
697,700,模塑科技,'000700,1997/2/28
698,965,天保基建,'000965,2000/4/6
699,300500,启迪设计,'300500,2016/2/4
700,603227,  雪峰科技,'603227,  2015-05-15
701,600300,  维维股份,'600300,  2000-06-30
702,723,美锦能源,'000723,1997/5/15
703,603050,  科林电气,'603050,  2017-04-14
704,2565,顺灏股份,'002565,2011/3/18
705,300637,扬帆新材,'300637,2017/4/12
706,300512,中亚股份,'300512,2016/5/26
707,727,华东科技,'000727,1997/5/20
708,603196,  日播时尚,'603196,  2017-05-31
709,300679,电连技术,'300679,2017/7/31
710,2757,南兴股份,'002757,2015/5/27
711,2936,郑州银行,'002936,2018/9/19
712,600199,  金种子酒,'600199,  1998-08-12
713,600085,  同仁堂,'600085,  1997-06-25
714,2186,全 聚 德,'002186,2007/11/20
715,2559,亚威股份,'002559,2011/3/3
716,600838,  上海九百,'600838,  1994-02-24
717,2114,罗平锌电,'002114,2007/2/15
718,603607,  京华激光,'603607,  2017-10-25
719,300385,雪浪环境,'300385,2014/6/26
720,300069,金利华电,'300069,2010/4/21
721,2572,索菲亚,'002572,2011/4/12
722,797,中国武夷,'000797,1997/7/15
723,600844,  丹化科技,'600844,  1994-03-11
724,300581,晨曦航空,'300581,2016/12/20
725,806,ST银河,'000806,1998/4/16
726,737,ST南风,'000737,1997/4/28
727,600449,  宁夏建材,'600449,  2003-08-29
728,300696,爱乐达,'300696,2017/8/22
729,603387,  基蛋生物,'603387,  2017-07-17
730,600653,  申华控股,'600653,  1990-12-19
731,159,国际实业,'000159,2000/9/26
732,611,*ST天首,'000611,1996/10/8
733,600819,  耀皮玻璃,'600819,  1994-01-28
734,5,世纪星源,'000005,1990/12/10
735,600114,  东睦股份,'600114,  2004-05-11
736,600859,  王府井,'600859,  1994-05-06
737,603707,  健友股份,'603707,  2017-07-19
738,600651,  飞乐音响,'600651,  1986-09-26
739,2746,仙坛股份,'002746,2015/2/16
740,600178,  东安动力,'600178,  1998-10-14
741,600825,  新华传媒,'600825,  1994-02-04
742,300112,万讯自控,'300112,2010/8/27
743,603616,  韩建河山,'603616,  2015-06-11
744,600885,  宏发股份,'600885,  1996-02-05
745,2152,广电运通,'002152,2007/8/13
746,300358,楚天科技,'300358,2014/1/21
747,2253,川大智胜,'002253,2008/6/23
748,793,华闻集团,'000793,1997/7/29
749,2423,中粮资本,'002423,2010/6/3
750,300122,智飞生物,'300122,2010/9/28
751,300593,新雷能,'300593,2017/1/13
752,300045,华力创通,'300045,2010/1/20
753,601188,  龙江交通,'601188,  2010-03-19
754,2265,西仪股份,'002265,2008/8/6
755,601606,  长城军工,'601606,  2018-08-06
756,300189,神农科技,'300189,2011/3/16
757,300292,吴通控股,'300292,2012/2/29
758,300215,电科院,'300215,2011/5/11
759,600433,  冠豪高新,'600433,  2003-06-19
760,300338,开元股份,'300338,2012/7/26
761,601811,  新华文轩,'601811,  2016-08-08
762,631,顺发恒业,'000631,1996/11/22
763,807,云铝股份,'000807,1998/4/8
764,601878,  浙商证券,'601878,  2017-06-26
765,603648,  畅联股份,'603648,  2017-09-13
766,300477,合纵科技,'300477,2015/6/10
767,882,华联股份,'000882,1998/6/16
768,2191,劲嘉股份,'002191,2007/12/5
769,100,TCL 集团,'000100,2004/1/30
770,600822,  上海物贸,'600822,  1994-02-04
771,603918,  金桥信息,'603918,  2015-05-28
772,601619,  嘉泽新能,'601619,  2017-07-20
773,300399,京天利,'300399,2014/10/9
774,819,岳阳兴长,'000819,1997/6/25
775,2943,宇晶股份,'002943,2018/11/29
776,603886,  元祖股份,'603886,  2016-12-28
777,671,阳 光 城,'000671,1996/12/18
778,877,天山股份,'000877,1999/1/7
779,300177,中海达,'300177,2011/2/15
780,300307,慈星股份,'300307,2012/3/29
781,600726,  *ST华源,'600726,  1996-07-01
782,600463,  空港股份,'600463,  2004-03-18
783,300497,富祥股份,'300497,2015/12/22
784,156,华数传媒,'000156,2000/9/6
785,603133,  碳元科技,'603133,  2017-03-20
786,2261,拓维信息,'002261,2008/7/23
787,2690,美亚光电,'002690,2012/7/31
788,300587,天铁股份,'300587,2017/1/5
789,2796,世嘉科技,'002796,2016/5/10
790,300796,贝斯美,'300796,2019/11/15
791,600510,  黑牡丹,'600510,  2002-06-18
792,573,粤宏远Ａ,'000573,1994/8/15
793,600572,  康恩贝,'600572,  2004-04-12
794,601828,  美凯龙,'601828,  2018-01-17
795,603589,  口子窖,'603589,  2015-06-29
796,603602,  纵横通信,'603602,  2017-08-10
797,601377,  兴业证券,'601377,  2010-10-13
798,603728,  鸣志电器,'603728,  2017-05-09
799,600758,  红阳能源,'600758,  1996-10-29
800,2578,闽发铝业,'002578,2011/4/28
801,600613,  神奇制药,'600613,  1992-08-20
802,300682,朗新科技,'300682,2017/8/1
803,2698,博实股份,'002698,2012/9/11
804,603029,  天鹅股份,'603029,  2016-04-27
805,300737,科顺股份,'300737,2018/1/25
806,2288,超华科技,'002288,2009/9/3
807,300550,和仁科技,'300550,2016/10/18
808,600792,  云煤能源,'600792,  1997-01-23
809,2163,中航三鑫,'002163,2007/8/23
810,2230,科大讯飞,'002230,2008/5/12
811,600481,  双良节能,'600481,  2003-04-22
812,603788,  宁波高发,'603788,  2015-01-20
813,2496,辉丰股份,'002496,2010/11/9
814,601311,  骆驼股份,'601311,  2011-06-02
815,2023,海特高新,'002023,2004/7/21
816,300008,天海防务,'300008,2009/10/30
817,2509,天广中茂,'002509,2010/11/23
818,905,厦门港务,'000905,1999/4/29
819,2431,棕榈股份,'002431,2010/6/10
820,2071,长城影视,'002071,2006/10/12
821,600761,  安徽合力,'600761,  1996-10-09
822,2920,德赛西威,'002920,2017/12/26
823,2718,友邦吊顶,'002718,2014/1/28
824,300643,万通智控,'300643,2017/5/5
825,300802,矩子科技,'300802,2019/11/14
826,600331,  宏达股份,'600331,  2001-12-20
827,600279,  重庆港九,'600279,  2000-07-31
828,2937,兴瑞科技,'002937,2018/9/26
829,2932,明德生物,'002932,2018/7/10
830,600056,  中国医药,'600056,  1997-05-15
831,2145,中核钛白,'002145,2007/8/3
832,2283,天润曲轴,'002283,2009/8/21
833,2916,深南电路,'002916,2017/12/13
834,2241,歌尔股份,'002241,2008/5/22
835,2505,大康农业,'002505,2010/11/18
836,2528,英飞拓,'002528,2010/12/24
837,300376,易事特,'300376,2014/1/27
838,300328,宜安科技,'300328,2012/6/19
839,300031,宝通科技,'300031,2009/12/25
840,2105,信隆健康,'002105,2007/1/12
841,603066,  音飞储存,'603066,  2015-06-11
842,2062,宏润建设,'002062,2006/8/16
843,2873,新天药业,'002873,2017/5/19
844,300654,世纪天鸿,'300654,2017/9/26
845,2155,湖南黄金,'002155,2007/8/16
846,603726,  朗迪集团,'603726,  2016-04-21
847,603848,  好太太,'603848,  2017-12-01
848,2575,群兴玩具,'002575,2011/4/22
849,603337,  杰克股份,'603337,  2017-01-19
850,21,深科技,'000021,1994/2/2
851,88,盐 田 港,'000088,1997/7/28
852,603006,  联明股份,'603006,  2014-06-30
853,603023,  威帝股份,'603023,  2015-05-27
854,600626,  申达股份,'600626,  1993-01-07
855,2223,鱼跃医疗,'002223,2008/4/18
856,603556,  海兴电力,'603556,  2016-11-10
857,603336,  宏辉果蔬,'603336,  2016-11-24
858,300240,飞力达,'300240,2011/7/6
859,603687,  大胜达,'603687,  2019-07-26
860,2468,申通快递,'002468,2010/9/8
861,600977,  中国电影,'600977,  2016-08-09
862,600446,  金证股份,'600446,  2003-12-24
863,638,万方发展,'000638,1996/11/26
864,2657,中科金财,'002657,2012/2/28
865,603898,  好莱客,'603898,  2015-02-17
866,600398,  海澜之家,'600398,  2000-12-28
867,2570,贝因美,'002570,2011/4/12
868,603289,  泰瑞机器,'603289,  2017-10-31
869,2708,光洋股份,'002708,2014/1/21
870,600525,  长园集团,'600525,  2002-12-02
871,601992,  金隅集团,'601992,  2011-03-01
872,1696,宗申动力,'001696,1997/3/6
873,300005,探路者,'300005,2009/10/30
874,300474,景嘉微,'300474,2016/3/31
875,600339,  中油工程,'600339,  2000-12-25
876,576,广东甘化,'000576,1994/9/7
877,603106,  恒银金融,'603106,  2017-09-20
878,600741,  华域汽车,'600741,  1996-08-26
879,2763,汇洁股份,'002763,2015/6/10
880,600900,  长江电力,'600900,  2003-11-18
881,733,振华科技,'000733,1997/7/3
882,2938,鹏鼎控股,'002938,2018/9/18
883,2548,金新农,'002548,2011/2/18
884,2232,启明信息,'002232,2008/5/9
885,400,许继电气,'000400,1997/4/18
886,911,*ST 南糖,'000911,1999/5/27
887,300027,华谊兄弟,'300027,2009/10/30
888,603366,  日出东方,'603366,  2012-05-21
889,519,中兵红箭,'000519,1993/10/8
890,600017,  日照港,'600017,  2006-10-17
891,600877,  *ST电能,'600877,  1995-10-13
892,300473,德尔股份,'300473,2015/6/12
893,603901,  永创智能,'603901,  2015-05-29
894,603826,  坤彩科技,'603826,  2017-04-14
895,600195,  中牧股份,'600195,  1999-01-07
896,600597,  光明乳业,'600597,  2002-08-28
897,600068,  葛洲坝,'600068,  1997-05-26
898,603068,  博通集成,'603068,  2019-04-15
899,2490,山东墨龙,'002490,2010/10/21
900,300113,顺网科技,'300113,2010/8/27
901,300313,天山生物,'300313,2012/4/25
902,2090,金智科技,'002090,2006/12/8
903,601169,  北京银行,'601169,  2007-09-19
904,300760,迈瑞医疗,'300760,2018/10/16
905,600756,  浪潮软件,'600756,  1996-09-23
906,2761,多喜爱,'002761,2015/6/10
907,600011,  华能国际,'600011,  2001-12-06
908,2396,星网锐捷,'002396,2010/6/23
909,2418,康盛股份,'002418,2010/6/1
910,600764,  中国海防,'600764,  1996-11-04
911,2445,ST中南,'002445,2010/7/13
912,600075,  新疆天业,'600075,  1997-06-17
913,833,粤桂股份,'000833,1998/11/11
914,603806,  福斯特,'603806,  2014-09-05
915,300080,易成新能,'300080,2010/6/25
916,300706,阿石创,'300706,2017/9/26
917,300204,舒泰神,'300204,2011/4/15
918,601558,  ST锐电,'601558,  2011-01-13
919,2022,科华生物,'002022,2004/7/21
920,2025,航天电器,'002025,2004/7/26
921,300449,汉邦高科,'300449,2015/4/22
922,2933,新兴装备,'002933,2018/8/28
923,592,平潭发展,'000592,1996/3/27
924,838,财信发展,'000838,1997/6/26
925,300571,平治信息,'300571,2016/12/13
926,300387,富邦股份,'300387,2014/7/2
927,2613,北玻股份,'002613,2011/8/30
928,998,隆平高科,'000998,2000/12/11
929,603157,  拉夏贝尔,'603157,  2017-09-25
930,2297,博云新材,'002297,2009/9/29
931,600874,  创业环保,'600874,  1995-06-30
932,16,深康佳Ａ,'000016,1992/3/27
933,300296,利亚德,'300296,2012/3/15
934,2787,华源控股,'002787,2015/12/31
935,2267,陕天然气,'002267,2008/8/13
936,2375,亚厦股份,'002375,2010/3/23
937,600664,  哈药股份,'600664,  1993-06-29
938,603586,  金麒麟,'603586,  2017-04-06
939,601366,  利群股份,'601366,  2017-04-12
940,2458,益生股份,'002458,2010/8/10
941,1896,豫能控股,'001896,1998/1/22
942,554,泰山石油,'000554,1993/12/15
943,2,万  科Ａ,'000002,1991/1/29
944,2037,保利联合,'002037,2004/9/8
945,603579,  荣泰健康,'603579,  2017-01-11
946,603115,  海星股份,'603115,  2019-08-09
947,521,长虹美菱,'000521,1993/10/18
948,300280,紫天科技,'300280,2011/12/29
949,600192,  长城电工,'600192,  1998-12-24
950,603716,  塞力斯,'603716,  2016-10-31
951,603880,  南卫股份,'603880,  2017-08-07
952,2694,顾地科技,'002694,2012/8/16
953,603121,  华培动力,'603121,  2019-01-11
954,601618,  中国中冶,'601618,  2009-09-21
955,300648,星云股份,'300648,2017/4/25
956,78,海王生物,'000078,1998/12/18
957,2095,生 意 宝,'002095,2006/12/15
958,2049,紫光国微,'002049,2005/6/6
959,2290,*ST中科,'002290,2009/9/3
960,300271,华宇软件,'300271,2011/10/26
961,932,华菱钢铁,'000932,1999/8/3
962,600791,  京能置业,'600791,  1997-01-30
963,2929,润建股份,'002929,2018/3/1
964,600767,  ST运盛,'600767,  1996-11-15
965,603126,  中材节能,'603126,  2014-07-31
966,300110,华仁药业,'300110,2010/8/25
967,157,中联重科,'000157,2000/10/12
968,837,秦川机床,'000837,1998/9/28
969,2877,智能自控,'002877,2017/6/5
970,2865,钧达股份,'002865,2017/4/25
971,603228,  景旺电子,'603228,  2017-01-06
972,601138,  工业富联,'601138,  2018-06-08
973,601186,  中国铁建,'601186,  2008-03-10
974,601388,  怡球资源,'601388,  2012-04-23
975,600021,  上海电力,'600021,  2003-10-29
976,300513,恒实科技,'300513,2016/5/30
977,2888,惠威科技,'002888,2017/7/21
978,603315,  福鞍股份,'603315,  2015-04-24
979,2927,泰永长征,'002927,2018/2/23
980,603192,  汇得科技,'603192,  2018-08-28
981,300756,中山金马,'300756,2018/12/28
982,918,嘉凯城,'000918,1999/7/20
983,600869,  智慧能源,'600869,  1995-02-06
984,815,美利云,'000815,1998/6/9
985,2141,贤丰控股,'002141,2007/7/20
986,422,ST宜化,'000422,1996/8/15
987,2263,*ST东南,'002263,2008/7/28
988,603727,  博迈科,'603727,  2016-11-22
989,2391,长青股份,'002391,2010/4/16
990,300697,电工合金,'300697,2017/9/7
991,531,穗恒运Ａ,'000531,1994/1/6
992,2523,天桥起重,'002523,2010/12/10
993,2138,顺络电子,'002138,2007/6/13
994,861,海印股份,'000861,1998/10/28
995,603377,  东方时尚,'603377,  2016-02-05
996,2620,瑞和股份,'002620,2011/9/29
997,600260,  凯乐科技,'600260,  2000-07-06
998,600908,  无锡银行,'600908,  2016-09-23
999,600979,  广安爱众,'600979,  2004-09-06
1000,985,大庆华科,'000985,2000/7/26
1001,300324,旋极信息,'300324,2012/6/8
1002,2140,东华科技,'002140,2007/7/12
1003,603626,  科森科技,'603626,  2017-02-09
1004,662,天夏智慧,'000662,1996/12/16
1005,300663,科蓝软件,'300663,2017/6/8
1006,603308,  应流股份,'603308,  2014-01-22
1007,600316,  洪都航空,'600316,  2000-12-15
1008,603089,  正裕工业,'603089,  2017-01-26
1009,2815,崇达技术,'002815,2016/10/12
1010,300171,东富龙,'300171,2011/2/1
1011,601398,  工商银行,'601398,  2006-10-27
1012,2345,潮宏基,'002345,2010/1/28
1013,2489,浙江永强,'002489,2010/10/21
1014,2537,海联金汇,'002537,2011/1/10
1015,300178,腾邦国际,'300178,2011/2/15
1016,601108,  财通证券,'601108,  2017-10-24
1017,300658,延江股份,'300658,2017/6/2
1018,698,沈阳化工,'000698,1997/2/20
1019,603298,  杭叉集团,'603298,  2016-12-27
1020,603822,  嘉澳环保,'603822,  2016-04-28
1021,2436,兴森科技,'002436,2010/6/18
1022,928,中钢国际,'000928,1999/3/12
1023,27,深圳能源,'000027,1993/9/3
1024,2144,宏达高科,'002144,2007/8/3
1025,813,德展健康,'000813,1998/5/19
1026,2911,佛燃股份,'002911,2017/11/22
1027,600500,  中化国际,'600500,  2000-03-01
1028,601127,  小康股份,'601127,  2016-06-15
1029,600854,  春兰股份,'600854,  1994-04-25
1030,601179,  中国西电,'601179,  2010-01-28
1031,300487,蓝晓科技,'300487,2015/7/2
1032,2204,大连重工,'002204,2008/1/16
1033,601882,  海天精工,'601882,  2016-11-07
1034,600629,  华建集团,'600629,  1993-02-09
1035,603486,  科沃斯,'603486,  2018-05-28
1036,600094,  大名城,'600094,  1997-07-03
1037,600892,  大晟文化,'600892,  1996-03-15
1038,2654,万润科技,'002654,2012/2/17
1039,600620,  天宸股份,'600620,  1992-11-17
1040,300228,富瑞特装,'300228,2011/6/8
1041,300689,澄天伟业,'300689,2017/8/9
1042,603718,  海利生物,'603718,  2015-05-15
1043,300488,恒锋工具,'300488,2015/7/1
1044,600207,  安彩高科,'600207,  1999-07-14
1045,600028,  中国石化,'600028,  2001-08-08
1046,902,新洋丰,'000902,1999/4/8
1047,300043,星辉娱乐,'300043,2010/1/20
1048,600187,  国中水务,'600187,  1998-11-11
1049,2646,青青稞酒,'002646,2011/12/22
1050,2959,小熊电器,'002959,2019/8/23
1051,603217,  元利科技,'603217,  2019-06-20
1052,2065,东华软件,'002065,2006/8/23
1053,2045,国光电器,'002045,2005/5/23
1054,603369,  今世缘,'603369,  2014-07-03
1055,300553,集智股份,'300553,2016/10/21
1056,767,漳泽电力,'000767,1997/6/9
1057,300684,中石科技,'300684,2017/12/27
1058,8,神州高铁,'000008,1992/5/7
1059,2539,云图控股,'002539,2011/1/18
1060,415,渤海租赁,'000415,1996/7/16
1061,300807,天迈科技,'300807,2019/12/19
1062,600654,  *ST中安,'600654,  1990-12-19
1063,600562,  国睿科技,'600562,  2003-01-28
1064,2333,*ST罗普,'002333,2010/1/12
1065,600723,  首商股份,'600723,  1996-07-16
1066,300306,远方信息,'300306,2012/3/29
1067,600175,  美都能源,'600175,  1999-04-08
1068,300272,开能健康,'300272,2011/11/2
1069,603111,  康尼机电,'603111,  2014-08-01
1070,603708,  家家悦,'603708,  2016-12-13
1071,2963,豪尔赛,'002963,2019/10/28
1072,300772,运达股份,'300772,2019/4/26
1073,601519,  大智慧,'601519,  2011-01-28
1074,300668,杰恩设计,'300668,2017/6/19
1075,300416,苏试试验,'300416,2015/1/22
1076,300249,依米康,'300249,2011/8/3
1077,300472,新元科技,'300472,2015/6/11
1078,2331,皖通科技,'002331,2010/1/6
1079,603489,  八方股份,'603489,  2019-11-11
1080,300797,钢研纳克,'300797,2019/11/1
1081,2026,山东威达,'002026,2004/7/27
1082,2371,北方华创,'002371,2010/3/16
1083,2693,双成药业,'002693,2012/8/8
1084,2588,史丹利,'002588,2011/6/10
1085,300596,利安隆,'300596,2017/1/19
1086,600855,  航天长峰,'600855,  1994-04-25
1087,600235,  民丰特纸,'600235,  2000-06-15
1088,600797,  浙大网新,'600797,  1997-04-18
1089,600012,  皖通高速,'600012,  2003-01-07
1090,600551,  时代出版,'600551,  2002-09-05
1091,2666,德联集团,'002666,2012/3/27
1092,600202,  哈空调,'600202,  1999-06-03
1093,600198,  大唐电信,'600198,  1998-10-21
1094,603979,  金诚信,'603979,  2015-06-30
1095,300723,一品红,'300723,2017/11/16
1096,2303,美盈森,'002303,2009/11/3
1097,300767,震安科技,'300767,2019/3/29
1098,300719,安达维尔,'300719,2017/11/9
1099,300207,欣旺达,'300207,2011/4/21
1100,603456,  九洲药业,'603456,  2014-10-10
1101,2469,三维工程,'002469,2010/9/8
1102,34,神州数码,'000034,1994/5/9
1103,778,新兴铸管,'000778,1997/6/6
1104,2740,爱迪尔,'002740,2015/1/22
1105,600515,  海航基础,'600515,  2002-08-06
1106,600375,  华菱星马,'600375,  2003-04-01
1107,669,金鸿控股,'000669,1996/12/10
1108,2655,共达电声,'002655,2012/2/17
1109,2566,益盛药业,'002566,2011/3/18
1110,603187,  海容冷链,'603187,  2018-11-29
1111,300747,锐科激光,'300747,2018/6/25
1112,601155,  新城控股,'601155,  2015-12-04
1113,2574,明牌珠宝,'002574,2011/4/22
1114,600780,  通宝能源,'600780,  1996-12-05
1115,623,吉林敖东,'000623,1996/10/28
1116,603982,  泉峰汽车,'603982,  2019-05-22
1117,300460,惠伦晶体,'300460,2015/5/15
1118,600115,  东方航空,'600115,  1997-11-05
1119,601969,  海南矿业,'601969,  2014-12-09
1120,856,冀东装备,'000856,1998/8/13
1121,300021,大禹节水,'300021,2009/10/30
1122,603301,  振德医疗,'603301,  2018-04-12
1123,300468,四方精创,'300468,2015/5/27
1124,600470,  六国化工,'600470,  2004-03-05
1125,300602,飞荣达,'300602,2017/1/26
1126,2169,智光电气,'002169,2007/9/19
1127,600891,  *ST秋林,'600891,  1996-03-25
1128,600261,  阳光照明,'600261,  2000-07-20
1129,920,南方汇通,'000920,1999/6/16
1130,603926,  铁流股份,'603926,  2017-05-10
1131,300136,信维通信,'300136,2010/11/5
1132,2050,三花智控,'002050,2005/6/7
1133,600516,  方大炭素,'600516,  2002-08-30
1134,300499,高澜股份,'300499,2016/2/2
1135,2195,二三四五,'002195,2007/12/12
1136,600054,  黄山旅游,'600054,  1997-05-06
1137,2199,东晶电子,'002199,2007/12/21
1138,600287,  江苏舜天,'600287,  2000-09-01
1139,300283,温州宏丰,'300283,2012/1/10
1140,600488,  天药股份,'600488,  2001-06-18
1141,600701,  *ST工新,'600701,  1996-05-28
1142,600823,  世茂股份,'600823,  1994-02-04
1143,2832,比音勒芬,'002832,2016/12/23
1144,600486,  扬农化工,'600486,  2002-04-25
1145,600425,  青松建化,'600425,  2003-07-24
1146,603587,  地素时尚,'603587,  2018-06-22
1147,600299,  安迪苏,'600299,  2000-04-20
1148,600070,  浙江富润,'600070,  1997-06-04
1149,929,兰州黄河,'000929,1999/6/23
1150,816,ST慧业,'000816,1997/8/18
1151,600648,  外高桥,'600648,  1993-05-04
1152,300535,达威股份,'300535,2016/8/12
1153,2529,海源复材,'002529,2010/12/24
1154,600636,  三爱富,'600636,  1993-03-16
1155,2833,弘亚数控,'002833,2016/12/28
1156,600556,  ST慧球,'600556,  2001-08-07
1157,2638,勤上股份,'002638,2011/11/25
1158,600773,  西藏城投,'600773,  1996-11-08
1159,600418,  江淮汽车,'600418,  2001-08-24
1160,2079,苏州固锝,'002079,2006/11/16
1161,543,皖能电力,'000543,1993/12/20
1162,2428,云南锗业,'002428,2010/6/8
1163,603912,  佳力图,'603912,  2017-11-01
1164,600851,  海欣股份,'600851,  1994-04-04
1165,603601,  再升科技,'603601,  2015-01-22
1166,300319,麦捷科技,'300319,2012/5/23
1167,603956,  威派格,'603956,  2019-02-22
1168,2727,一心堂,'002727,2014/7/2
1169,300592,华凯创意,'300592,2017/1/20
1170,2032,苏 泊 尔,'002032,2004/8/17
1171,2377,国创高新,'002377,2010/3/23
1172,601666,  平煤股份,'601666,  2006-11-23
1173,601500,  通用股份,'601500,  2016-09-19
1174,300305,裕兴股份,'300305,2012/3/29
1175,300165,天瑞仪器,'300165,2011/1/25
1176,36,华联控股,'000036,1994/6/17
1177,300039,上海凯宝,'300039,2010/1/8
1178,2147,ST新光,'002147,2007/8/8
1179,2912,中新赛克,'002912,2017/11/21
1180,300233,金城医药,'300233,2011/6/22
1181,2926,华西证券,'002926,2018/2/5
1182,300181,佐力药业,'300181,2011/2/22
1183,300363,博腾股份,'300363,2014/1/29
1184,600297,  广汇汽车,'600297,  2000-11-16
1185,2644,佛慈制药,'002644,2011/12/22
1186,2177,御银股份,'002177,2007/11/1
1187,300357,我武生物,'300357,2014/1/21
1188,2758,华通医药,'002758,2015/5/27
1189,603267,  鸿远电子,'603267,  2019-05-15
1190,899,赣能股份,'000899,1997/11/26
1191,603063,  禾望电气,'603063,  2017-07-28
1192,300685,艾德生物,'300685,2017/8/2
1193,603042,  华脉科技,'603042,  2017-06-02
1194,2901,大博医疗,'002901,2017/9/22
1195,650,仁和药业,'000650,1996/12/10
1196,2262,恩华药业,'002262,2008/7/23
1197,600898,  国美通讯,'600898,  1996-04-18
1198,3816,中国广核,'003816,2019/8/26
1199,603388,  元成股份,'603388,  2017-03-24
1200,300137,先河环保,'300137,2010/11/5
1201,603919,  金徽酒,'603919,  2016-03-10
1202,2321,华英农业,'002321,2009/12/16
1203,603351,  威尔药业,'603351,  2019-01-30
1204,603599,  广信股份,'603599,  2015-05-13
1205,600015,  华夏银行,'600015,  2003-09-12
1206,975,银泰黄金,'000975,2000/6/8
1207,600647,  同达创业,'600647,  1993-05-04
1208,603256,  宏和科技,'603256,  2019-07-19
1209,514,渝 开 发,'000514,1993/7/12
1210,600861,  北京城乡,'600861,  1994-05-20
1211,300514,友讯达,'300514,2017/4/26
1212,2809,红墙股份,'002809,2016/8/23
1213,600582,  天地科技,'600582,  2002-05-15
1214,600604,  市北高新,'600604,  1992-03-27
1215,600141,  兴发集团,'600141,  1999-06-16
1216,600657,  信达地产,'600657,  1993-05-24
1217,300482,万孚生物,'300482,2015/6/30
1218,300169,天晟新材,'300169,2011/1/25
1219,300782,卓胜微,'300782,2019/6/18
1220,603214,  爱婴室,'603214,  2018-03-30
1221,300164,通源石油,'300164,2011/1/13
1222,2685,华东重机,'002685,2012/6/12
1223,600383,  金地集团,'600383,  2001-04-12
1224,300520,科大国创,'300520,2016/7/8
